Id,time
0,1.1837273308520686
1,8.502381867323868
2,0.30054835994106166
3,1.346333746997952
4,2.23775799691036
5,9.004767446182562
6,2.7827647689937285
7,0.5586777865676759
8,14.8961193589065
9,0.24469023646239976
10,8.252856784510463
11,10.751072252886637
12,0.695230285335255
13,29.171562811201333
14,0.40337285992938443
15,0.6298372860743338
16,0.29264061721423507
17,4.254942104977596
18,4.033635002777696
19,0.7110267998504789
20,0.40250974935860984
21,0.5295813762225827
22,0.4405318177336438
23,0.5739226317809241
24,1.4074567769514865
25,2.3279705942069726
26,1.139734802228416
27,4.77251737696317
28,1.717562272314611
29,3.9000851790801425
30,19.748368901050206
31,2.649212625580069
32,0.3769307794726903
33,8.958046199312033
34,8.897737493678083
35,0.885679672638833
36,3.4184388906932
37,1.8887453546103607
38,0.46287842805969764
39,3.1140120623459326
40,4.345064340990241
41,10.400632295838612
42,0.9169534178610105
43,3.0285711805751516
44,0.8220536550432185
45,2.8461660965798763
46,3.0228100160393514
47,0.6680760479919041
48,6.585415606533591
49,0.5005082001836387
50,0.25795394166171237
51,16.648425837515322
52,0.31787155858545346
53,6.713976211477487
54,9.855902093867302
55,0.36548998674782585
56,0.961139682137515
57,0.997001738304726
58,0.8210692371882828
59,0.768078876593014
60,0.8076343421063974
61,5.671706979471559
62,0.5179342870903567
63,8.370900596779665
64,2.7054919394140677
65,12.319124084016657
66,1.6027312230235191
67,0.34192333579096923
68,8.627728068239641
69,0.8223489117119183
70,0.3327611301289245
71,0.8138737826512346
72,14.933465219075586
73,0.46187755004066205
74,6.251646468533304
75,7.3576382577907005
76,1.3251214286428126
77,6.7354795193784645
78,3.7271550636454798
79,1.4834451618876239
80,8.36701961914905
81,2.8849820090736635
82,4.084645750360186
83,1.0462762913290824
84,2.107165782788582
85,3.5670393864970347
86,7.269603120150482
87,0.2946754978296371
88,6.477402945813264
89,1.3015828082986656
90,3.400750587625422
91,0.9308719680073205
92,1.3050415797851624
93,11.852593470018084
94,7.966178599482106
95,5.581141484632941
96,32.89636035678761
97,0.30766437834860866
98,1.2585311605715703
99,0.09810036873888597
